plate_ID,Source Well,ASAP_batch_ID,Vol from stock nl
1530852-Y4-246,G05,ASAP-0021593-001,200
1530852-Y4-246,H05,ASAP-0021308-001,200
1530852-Y4-246,I05,ASAP-0021348-001,200
1530852-Y4-246,J05,ASAP-0021533-001,200
1530852-Y4-246,K05,ASAP-0021575-001,200
1530852-Y4-246,L05,ASAP-0021461-001,200
1530852-Y4-246,M05,ASAP-0021418-001,30
1530852-Y4-246,N05,ASAP-0021659-001,60
1530852-Y4-246,O05,ASAP-0021585-001,200
1530852-Y4-246,P05,ASAP-0021552-001,80
1530852-Y4-246,Q05,ASAP-0021632-001,200
1530852-Y4-246,R05,ASAP-0021509-001,200
1530852-Y4-246,S05,ASAP-0021616-001,200
1530852-Y4-246,T05,ASAP-0021654-001,200
1530852-Y4-246,U05,ASAP-0021556-001,200
1530852-Y4-246,V05,ASAP-0021650-001,200
1530852-Y4-246,W05,ASAP-0021546-001,200
1530852-Y4-246,X05,ASAP-0021432-001,200
1530852-Y4-246,Y05,ASAP-0021561-001,200
1530852-Y4-246,Z05,ASAP-0021591-001,40
1530852-Y4-246,A06,ASAP-0021524-001,200
1530852-Y4-246,AA06,ASAP-0021488-001,200
1530852-Y4-246,AB06,ASAP-0021349-001,200
1530852-Y4-246,AC06,ASAP-0021388-001,200
1530852-Y4-246,AD06,ASAP-0021490-001,200
1530852-Y4-246,AE06,ASAP-0021577-001,200
1530852-Y4-246,AF06,ASAP-0021341-001,140
1530852-Y4-246,B06,ASAP-0021417-001,100
1530852-Y4-246,C06,ASAP-0021450-001,200
1530852-Y4-246,D06,ASAP-0021496-001,200
1530852-Y4-246,E06,ASAP-0021520-001,200
1530852-Y4-246,F06,ASAP-0021409-001,200
1530852-Y4-246,G06,ASAP-0021559-001,200
1530852-Y4-246,H06,ASAP-0021449-001,200
1530852-Y4-246,I06,ASAP-0021480-001,200
1530852-Y4-246,J06,ASAP-0021641-001,200
1530852-Y4-246,K06,ASAP-0021513-001,200
1530852-Y4-246,L06,ASAP-0021503-001,200
1530852-Y4-246,M06,ASAP-0021296-001,60
1530852-Y4-246,N06,ASAP-0021664-001,200
1530852-Y4-246,O06,ASAP-0021372-001,200
1530852-Y4-246,P06,ASAP-0021642-001,200
1530852-Y4-246,Q06,ASAP-0021472-001,30
1530852-Y4-246,R06,ASAP-0021528-001,200
1530852-Y4-246,S06,ASAP-0021430-001,120
1530852-Y4-246,T06,ASAP-0021436-001,200
1530852-Y4-246,U06,ASAP-0021489-001,200
1530852-Y4-246,V06,ASAP-0021400-001,200
1530852-Y4-246,W06,ASAP-0021390-001,200
1530852-Y4-246,X06,ASAP-0021445-001,200
1530852-Y4-246,Y06,ASAP-0021589-001,200
1530852-Y4-246,Z06,ASAP-0021398-001,200
1530852-Y4-246,A07,ASAP-0020915-002,5
1530852-Y4-246,AA07,ASAP-0021566-001,200
1530852-Y4-246,AB07,ASAP-0021307-001,200
1530852-Y4-246,AC07,ASAP-0021635-001,200
1530852-Y4-246,AD07,ASAP-0021594-001,200
1530852-Y4-246,AE07,ASAP-0021548-001,200
1530852-Y4-246,AF07,ASAP-0021508-001,200
1530852-Y4-246,B07,ASAP-0021297-001,200
1530852-Y4-246,C07,ASAP-0021607-001,200
1530852-Y4-246,D07,ASAP-0021595-001,200
1530852-Y4-246,E07,ASAP-0021291-001,200
1530852-Y4-246,F07,ASAP-0021562-001,200
1530852-Y4-246,G07,ASAP-0021676-001,200
1530852-Y4-246,H07,ASAP-0021511-001,200
1530852-Y4-246,I07,ASAP-0021452-001,200
1530852-Y4-246,J07,ASAP-0021516-001,200
1530852-Y4-246,K07,ASAP-0021392-001,200
1530852-Y4-246,L07,ASAP-0021316-001,200
1530852-Y4-246,M07,ASAP-0021622-001,200
1530852-Y4-246,N07,ASAP-0021655-001,200
1530852-Y4-246,O07,ASAP-0021482-001,200
1530852-Y4-246,P07,ASAP-0021467-001,200
1530852-Y4-246,Q07,ASAP-0021302-001,40
1530852-Y4-246,R07,ASAP-0021319-001,200
1530852-Y4-246,S07,ASAP-0021343-001,200
1530852-Y4-246,T07,ASAP-0021375-001,200
1530852-Y4-246,U07,ASAP-0021427-001,200
1530852-Y4-246,V07,ASAP-0021403-001,40
1530852-Y4-246,W07,ASAP-0021679-001,200
1530852-Y4-246,X07,ASAP-0021326-001,200
1530852-Y4-246,Y07,ASAP-0021574-001,200
1530852-Y4-246,Z07,ASAP-0021397-001,200
1530852-Y4-250,A05,ASAP-0022468-001,200
1530852-Y4-250,AA05,ASAP-0022494-001,200
1530852-Y4-250,AB05,ASAP-0022495-001,200
1530852-Y4-250,AC05,ASAP-0022496-001,200
1530852-Y4-250,AD05,ASAP-0022497-001,200
1530852-Y4-250,AE05,ASAP-0022498-001,200
1530852-Y4-250,AF05,ASAP-0022499-001,200
1530852-Y4-250,B05,ASAP-0022469-001,200
1530852-Y4-250,C05,ASAP-0022470-001,200
1530852-Y4-250,D05,ASAP-0022471-001,200
1530852-Y4-250,E05,ASAP-0022472-001,200
1530852-Y4-250,F05,ASAP-0022473-001,200
1530852-Y4-250,G05,ASAP-0022474-001,200
1530852-Y4-250,H05,ASAP-0022475-001,200
1530852-Y4-250,I05,ASAP-0022476-001,200
1530852-Y4-250,J05,ASAP-0022477-001,200
1530852-Y4-250,K05,ASAP-0022478-001,200
1530852-Y4-250,L05,ASAP-0022479-001,200
1530852-Y4-250,M05,ASAP-0022480-001,200
1530852-Y4-250,N05,ASAP-0022481-001,200
1530852-Y4-250,O05,ASAP-0022482-001,200
1530852-Y4-250,P05,ASAP-0022483-001,200
1530852-Y4-250,Q05,ASAP-0022484-001,200
1530852-Y4-250,R05,ASAP-0022485-001,200
1530852-Y4-250,S05,ASAP-0022486-001,200
1530852-Y4-250,T05,ASAP-0022487-001,200
1530852-Y4-250,U05,ASAP-0022488-001,200
1530852-Y4-250,V05,ASAP-0022489-001,200
1530852-Y4-250,W05,ASAP-0022490-001,200
1530852-Y4-250,X05,ASAP-0022491-001,200
1530852-Y4-250,Y05,ASAP-0022492-001,140
1530852-Y4-250,Z05,ASAP-0022493-001,200
1530852-Y4-250,A06,ASAP-0022500-001,200
1530852-Y4-250,AA06,ASAP-0022526-001,200
1530852-Y4-250,AB06,ASAP-0022527-001,200
1530852-Y4-250,AC06,ASAP-0022528-001,100
1530852-Y4-250,AD06,ASAP-0022529-001,200
1530852-Y4-250,AE06,ASAP-0022530-001,200
1530852-Y4-250,AF06,ASAP-0022531-001,200
1530852-Y4-250,B06,ASAP-0022501-001,200
1530852-Y4-250,C06,ASAP-0022502-001,200
1530852-Y4-250,D06,ASAP-0022503-001,200
1530852-Y4-250,E06,ASAP-0022504-001,200
1530852-Y4-250,F06,ASAP-0022505-001,200
1530852-Y4-250,G06,ASAP-0022506-001,200
1530852-Y4-250,H06,ASAP-0022507-001,200
1530852-Y4-250,I06,ASAP-0022508-001,200
1530852-Y4-250,J06,ASAP-0022509-001,200
1530852-Y4-250,K06,ASAP-0022510-001,200
1530852-Y4-250,L06,ASAP-0022511-001,200
1530852-Y4-250,M06,ASAP-0022512-001,200
1530852-Y4-250,N06,ASAP-0022513-001,200
1530852-Y4-250,O06,ASAP-0022514-001,200
1530852-Y4-250,P06,ASAP-0022515-001,200
1530852-Y4-250,Q06,ASAP-0022516-001,200
1530852-Y4-250,R06,ASAP-0022517-001,200
1530852-Y4-250,S06,ASAP-0022518-001,200
1530852-Y4-250,T06,ASAP-0022519-001,200
1530852-Y4-250,U06,ASAP-0022520-001,200
1530852-Y4-250,V06,ASAP-0022521-001,200
1530852-Y4-250,W06,ASAP-0022522-001,200
1530852-Y4-250,X06,ASAP-0022523-001,200
1530852-Y4-250,Y06,ASAP-0022524-001,200
1530852-Y4-250,Z06,ASAP-0022525-001,200
1530852-Y4-250,A07,ASAP-0022532-001,200
1530852-Y4-250,B07,ASAP-0022533-001,200
1530852-Y4-250,C07,ASAP-0022534-001,200
1530852-Y4-250,D07,ASAP-0022535-001,200
1530852-Y4-250,E07,ASAP-0022536-001,200
1530852-Y4-250,F07,ASAP-0022537-001,200
1530852-Y4-250,G07,ASAP-0022538-001,150
1530852-Y4-250,H07,ASAP-0022539-001,200
1530852-Y4-250,I07,ASAP-0022540-001,200
1530852-Y4-250,J07,ASAP-0022541-001,200
1530852-Y4-250,K07,ASAP-0022542-001,200
1530852-Y4-250,L07,ASAP-0022543-001,200
1530852-Y4-250,M07,ASAP-0022544-001,200
1530852-Y4-250,N07,ASAP-0022545-001,200
1530852-Y4-250,O07,ASAP-0022546-001,200
1530852-Y4-250,P07,ASAP-0022547-001,200
1530852-Y4-250,Q07,ASAP-0022548-001,8
1530852-Y4-250,R07,ASAP-0022549-001,200
1530852-Y4-250,S07,ASAP-0022550-001,20
1530852-Y4-250,T07,ASAP-0022551-001,200
1530852-Y4-251,E05,ASAP-0022460-001,200
1530852-Y4-251,F05,ASAP-0022461-001,200
1530852-Y4-251,G05,ASAP-0022462-001,200
1530852-Y4-255,C05,ASAP-0022870-001,200
1530852-Y4-254,A05,ASAP-0022641-001,200
1530852-Y4-254,AA05,ASAP-0023001-001,120
1530852-Y4-254,AB05,ASAP-0022618-001,120
1530852-Y4-254,AC05,ASAP-0022857-001,110
1530852-Y4-254,AD05,ASAP-0022937-001,200
1530852-Y4-254,AE05,ASAP-0023020-001,200
1530852-Y4-254,AF05,ASAP-0023104-001,200
1530852-Y4-254,B05,ASAP-0022573-001,200
1530852-Y4-254,C05,ASAP-0022708-001,100
1530852-Y4-254,D05,ASAP-0022672-001,200
1530852-Y4-254,E05,ASAP-0022935-001,200
1530852-Y4-254,F05,ASAP-0022797-001,60
1530852-Y4-254,G05,ASAP-0022798-001,60
1530852-Y4-254,H05,ASAP-0023077-001,200
1530852-Y4-254,I05,ASAP-0022894-001,50
1530852-Y4-254,J05,ASAP-0023070-001,200
1530852-Y4-254,K05,ASAP-0023052-001,200
1530852-Y4-254,L05,ASAP-0022984-001,200
1530852-Y4-254,M05,ASAP-0022781-001,100
1530852-Y4-254,N05,ASAP-0022750-001,200
1530852-Y4-254,O05,ASAP-0022849-001,200
1530852-Y4-254,P05,ASAP-0022926-001,200
1530852-Y4-254,Q05,ASAP-0022636-001,200
1530852-Y4-254,R05,ASAP-0022799-001,200
1530852-Y4-254,S05,ASAP-0022919-001,80
1530852-Y4-254,T05,ASAP-0023066-001,200
1530852-Y4-254,U05,ASAP-0022619-001,80
1530852-Y4-254,V05,ASAP-0023011-001,80
1530852-Y4-254,W05,ASAP-0022584-001,200
1530852-Y4-254,X05,ASAP-0022570-001,200
1530852-Y4-254,Y05,ASAP-0022732-001,200
1530852-Y4-254,Z05,ASAP-0023121-001,100
1530852-Y4-254,A06,ASAP-0022726-001,200
1530852-Y4-254,B06,ASAP-0022905-001,200
1530852-Y4-254,C06,ASAP-0023022-001,200
1530852-Y4-254,D06,ASAP-0022903-001,200
1530852-Y4-254,E06,ASAP-0023067-001,100
1530852-Y4-254,F06,ASAP-0023058-001,200
1530852-Y4-254,G06,ASAP-0022882-001,200
1530852-Y4-254,H06,ASAP-0022877-001,200
1530852-Y4-254,I06,ASAP-0022851-001,200
1530852-Y4-254,J06,ASAP-0022869-001,200
1530852-Y4-254,K06,ASAP-0022794-001,200
1530852-Y4-254,L06,ASAP-0022604-001,200
1530852-Y4-254,M06,ASAP-0023139-001,200
1530852-Y4-258,A05,ASAP-0023196-001,200
1530852-Y4-258,AA05,ASAP-0023222-001,200
1530852-Y4-258,AB05,ASAP-0023223-001,200
1530852-Y4-258,AC05,ASAP-0023224-001,200
1530852-Y4-258,AD05,ASAP-0023225-001,200
1530852-Y4-258,AE05,ASAP-0023226-001,200
1530852-Y4-258,AF05,ASAP-0023227-001,200
1530852-Y4-258,B05,ASAP-0023197-001,200
1530852-Y4-258,C05,ASAP-0023198-001,200
1530852-Y4-258,D05,ASAP-0023199-001,200
1530852-Y4-258,E05,ASAP-0023200-001,200
1530852-Y4-258,F05,ASAP-0023201-001,200
1530852-Y4-258,G05,ASAP-0023202-001,200
1530852-Y4-258,H05,ASAP-0023203-001,200
1530852-Y4-258,I05,ASAP-0023204-001,200
1530852-Y4-258,J05,ASAP-0023205-001,200
1530852-Y4-258,K05,ASAP-0023206-001,200
1530852-Y4-258,L05,ASAP-0023207-001,200
1530852-Y4-258,M05,ASAP-0023208-001,200
1530852-Y4-258,N05,ASAP-0023209-001,200
1530852-Y4-258,O05,ASAP-0023210-001,200
1530852-Y4-258,P05,ASAP-0023211-001,200
1530852-Y4-258,Q05,ASAP-0023212-001,200
1530852-Y4-258,R05,ASAP-0023213-001,200
1530852-Y4-258,S05,ASAP-0023214-001,200
1530852-Y4-258,T05,ASAP-0023215-001,200
1530852-Y4-258,U05,ASAP-0023216-001,200
1530852-Y4-258,V05,ASAP-0023217-001,200
1530852-Y4-258,W05,ASAP-0023218-001,200
1530852-Y4-258,X05,ASAP-0023219-001,200
1530852-Y4-258,Y05,ASAP-0023220-001,200
1530852-Y4-258,Z05,ASAP-0023221-001,200
1530852-Y4-258,A06,ASAP-0023228-001,200
1530852-Y4-258,AA06,ASAP-0023254-001,200
1530852-Y4-258,AB06,ASAP-0023255-001,200
1530852-Y4-258,AC06,ASAP-0023256-001,200
1530852-Y4-258,AD06,ASAP-0023257-001,200
1530852-Y4-258,AE06,ASAP-0023258-001,20
1530852-Y4-258,AF06,ASAP-0023259-001,5
1530852-Y4-258,B06,ASAP-0023229-001,200
1530852-Y4-258,C06,ASAP-0023230-001,200
1530852-Y4-258,D06,ASAP-0023231-001,200
1530852-Y4-258,E06,ASAP-0023232-001,200
1530852-Y4-258,F06,ASAP-0023233-001,200
1530852-Y4-258,G06,ASAP-0023234-001,200
1530852-Y4-258,H06,ASAP-0023235-001,200
1530852-Y4-258,I06,ASAP-0023236-001,200
1530852-Y4-258,J06,ASAP-0023237-001,200
1530852-Y4-258,K06,ASAP-0023238-001,200
1530852-Y4-258,L06,ASAP-0023239-001,200
1530852-Y4-258,M06,ASAP-0023240-001,200
1530852-Y4-258,N06,ASAP-0023241-001,200
1530852-Y4-258,O06,ASAP-0023242-001,100
1530852-Y4-258,P06,ASAP-0023243-001,200
1530852-Y4-258,Q06,ASAP-0023244-001,200
1530852-Y4-258,R06,ASAP-0023245-001,80
1530852-Y4-258,S06,ASAP-0023246-001,200
1530852-Y4-258,T06,ASAP-0023247-001,200
1530852-Y4-258,U06,ASAP-0023248-001,200
1530852-Y4-258,V06,ASAP-0023249-001,200
1530852-Y4-258,W06,ASAP-0023250-001,200
1530852-Y4-258,X06,ASAP-0023251-001,200
1530852-Y4-258,Y06,ASAP-0023252-001,200
1530852-Y4-258,Z06,ASAP-0023253-001,200
1530852-Y4-258,A07,ASAP-0023260-001,200
1530852-Y4-258,AA07,ASAP-0023286-001,200
1530852-Y4-258,AA07,ASAP-0023292-001,200
1530852-Y4-258,AB07,ASAP-0023287-001,200
1530852-Y4-258,AB07,ASAP-0023293-001,200
1530852-Y4-258,AC07,ASAP-0023288-001,80
1530852-Y4-258,AC07,ASAP-0023294-001,200
1530852-Y4-258,AD07,ASAP-0023289-001,200
1530852-Y4-258,AD07,ASAP-0023295-001,200
1530852-Y4-258,AE07,ASAP-0023296-001,200
1530852-Y4-258,AE07,ASAP-0023290-001,200
1530852-Y4-258,AF07,ASAP-0023297-001,30
1530852-Y4-258,AF07,ASAP-0023291-001,200
1530852-Y4-258,B07,ASAP-0023261-001,10
1530852-Y4-258,C07,ASAP-0023262-001,40
1530852-Y4-258,D07,ASAP-0023263-001,200
1530852-Y4-258,E07,ASAP-0023264-001,200
1530852-Y4-258,F07,ASAP-0023265-001,200
1530852-Y4-258,G07,ASAP-0023266-001,200
1530852-Y4-258,H07,ASAP-0023267-001,200
1530852-Y4-258,I07,ASAP-0023268-001,20
1530852-Y4-258,J07,ASAP-0023269-001,60
1530852-Y4-258,K07,ASAP-0023270-001,200
1530852-Y4-258,L07,ASAP-0023271-001,200
1530852-Y4-258,M07,ASAP-0023272-001,200
1530852-Y4-258,N07,ASAP-0023273-001,200
1530852-Y4-258,O07,ASAP-0023274-001,200
1530852-Y4-258,P07,ASAP-0023275-001,200
1530852-Y4-258,Q07,ASAP-0023276-001,200
1530852-Y4-258,R07,ASAP-0023277-001,200
1530852-Y4-258,S07,ASAP-0023278-001,200
1530852-Y4-258,T07,ASAP-0023279-001,200
1530852-Y4-258,U07,ASAP-0023280-001,200
1530852-Y4-258,V07,ASAP-0023281-001,200
1530852-Y4-258,W07,ASAP-0023282-001,200
1530852-Y4-258,X07,ASAP-0023283-001,200
1530852-Y4-258,Y07,ASAP-0023284-001,200
1530852-Y4-258,Z07,ASAP-0023285-001,50
1530852-Y4-258,A08,ASAP-0023298-001,130
1530852-Y4-258,B08,ASAP-0023299-001,5
1530852-Y4-258,C08,ASAP-0023300-001,200
1530852-Y4-258,D08,ASAP-0023301-001,200
1530852-Y4-258,E08,ASAP-0023302-001,200
1530852-Y4-258,F08,ASAP-0023303-001,200
1530852-Y4-258,G08,ASAP-0023304-001,200
1530852-Y4-258,H08,ASAP-0023305-001,100
1530852-Y4-258,I08,ASAP-0023306-001,200
1530852-Y4-259,G05,ASAP-0023313-001,200
1530852-Y4-263,A05,ASAP-0023398-001,200
1530852-Y4-263,AA05,ASAP-0023326-001,200
1530852-Y4-263,AB05,ASAP-0023380-001,200
1530852-Y4-263,AC05,ASAP-0023341-001,200
1530852-Y4-263,AD05,ASAP-0023329-001,200
1530852-Y4-263,AE05,ASAP-0023335-001,200
1530852-Y4-263,AF05,ASAP-0023362-001,200
1530852-Y4-263,B05,ASAP-0023418-001,200
1530852-Y4-263,C05,ASAP-0023391-001,200
1530852-Y4-263,D05,ASAP-0023411-001,200
1530852-Y4-263,E05,ASAP-0023401-001,200
1530852-Y4-263,F05,ASAP-0023350-001,200
1530852-Y4-263,G05,ASAP-0023415-001,20
1530852-Y4-263,H05,ASAP-0023399-001,200
1530852-Y4-263,I05,ASAP-0023360-001,200
1530852-Y4-263,J05,ASAP-0023353-001,200
1530852-Y4-263,K05,ASAP-0023337-001,200
1530852-Y4-263,L05,ASAP-0023412-001,200
1530852-Y4-263,M05,ASAP-0023330-001,200
1530852-Y4-263,N05,ASAP-0023393-001,200
1530852-Y4-263,O05,ASAP-0023424-001,200
1530852-Y4-263,P05,ASAP-0023408-001,60
1530852-Y4-263,Q05,ASAP-0023386-001,200
1530852-Y4-263,R05,ASAP-0023334-001,200
1530852-Y4-263,S05,ASAP-0023322-001,200
1530852-Y4-263,T05,ASAP-0023324-001,200
1530852-Y4-263,U05,ASAP-0023352-001,200
1530852-Y4-263,V05,ASAP-0023332-001,200
1530852-Y4-263,W05,ASAP-0023388-001,200
1530852-Y4-263,X05,ASAP-0023405-001,200
1530852-Y4-263,Y05,ASAP-0023422-001,200
1530852-Y4-263,Z05,ASAP-0023375-001,200
1530852-Y4-263,A06,ASAP-0023419-001,200
1530852-Y4-263,AA06,ASAP-0023392-001,200
1530852-Y4-263,AB06,ASAP-0023323-001,200
1530852-Y4-263,B06,ASAP-0023385-001,200
1530852-Y4-263,C06,ASAP-0023421-001,200
1530852-Y4-263,D06,ASAP-0023403-001,200
1530852-Y4-263,E06,ASAP-0023384-001,200
1530852-Y4-263,F06,ASAP-0023321-001,200
1530852-Y4-263,G06,ASAP-0023339-001,200
1530852-Y4-263,H06,ASAP-0023365-001,200
1530852-Y4-263,I06,ASAP-0023410-001,70
1530852-Y4-263,J06,ASAP-0023378-001,200
1530852-Y4-263,K06,ASAP-0023371-001,200
1530852-Y4-263,L06,ASAP-0023382-001,200
1530852-Y4-263,M06,ASAP-0023381-001,120
1530852-Y4-263,N06,ASAP-0023340-001,150
1530852-Y4-263,O06,ASAP-0023413-001,40
1530852-Y4-263,P06,ASAP-0023348-001,200
1530852-Y4-263,Q06,ASAP-0023406-001,80
1530852-Y4-263,R06,ASAP-0023333-001,100
1530852-Y4-263,S06,ASAP-0023407-001,150
1530852-Y4-263,T06,ASAP-0023366-001,200
1530852-Y4-263,U06,ASAP-0023404-001,200
1530852-Y4-263,V06,ASAP-0023417-001,200
1530852-Y4-263,W06,ASAP-0023377-001,50
1530852-Y4-263,X06,ASAP-0023416-001,70
1530852-Y4-263,Y06,ASAP-0023394-001,200
1530852-Y4-263,Z06,ASAP-0023347-001,200
1530852-Y4-267,A05,ASAP-0023468-001,200
1530852-Y4-267,AA05,ASAP-0023456-001,200
1530852-Y4-267,AB05,ASAP-0023477-001,60
1530852-Y4-267,AC05,ASAP-0023485-001,60
1530852-Y4-267,AD05,ASAP-0023479-001,110
1530852-Y4-267,AE05,ASAP-0023513-001,90
1530852-Y4-267,AF05,ASAP-0023474-001,70
1530852-Y4-267,B05,ASAP-0023512-001,200
1530852-Y4-267,C05,ASAP-0023535-001,200
1530852-Y4-267,D05,ASAP-0023523-001,200
1530852-Y4-267,E05,ASAP-0023475-001,200
1530852-Y4-267,F05,ASAP-0023495-001,200
1530852-Y4-267,G05,ASAP-0023494-001,200
1530852-Y4-267,H05,ASAP-0023521-001,200
1530852-Y4-267,I05,ASAP-0023519-001,200
1530852-Y4-267,J05,ASAP-0023446-001,200
1530852-Y4-267,K05,ASAP-0023502-001,200
1530852-Y4-267,L05,ASAP-0023462-001,200
1530852-Y4-267,M05,ASAP-0023480-001,200
1530852-Y4-267,N05,ASAP-0023501-001,200
1530852-Y4-267,O05,ASAP-0023531-001,200
1530852-Y4-267,P05,ASAP-0023448-001,80
1530852-Y4-267,Q05,ASAP-0023528-001,80
1530852-Y4-267,R05,ASAP-0023487-001,200
1530852-Y4-267,S05,ASAP-0023507-001,200
1530852-Y4-267,T05,ASAP-0023534-001,200
1530852-Y4-267,U05,ASAP-0023461-001,200
1530852-Y4-267,V05,ASAP-0023492-001,200
1530852-Y4-267,W05,ASAP-0023514-001,200
1530852-Y4-267,X05,ASAP-0023490-001,200
1530852-Y4-267,Y05,ASAP-0023453-001,200
1530852-Y4-267,Z05,ASAP-0023533-001,200
1530852-Y4-267,A06,ASAP-0023450-001,200
1530852-Y4-267,B06,ASAP-0023497-001,200
1530852-Y4-267,C06,ASAP-0023506-001,200
1530852-Y4-267,D06,ASAP-0023500-001,200
1530852-Y4-271,B05,ASAP-0027559-001,200
1530852-Y4-270,A05,ASAP-0027541-001,200
1530852-Y4-270,AA05,ASAP-0027629-001,200
1530852-Y4-270,AB05,ASAP-0027618-001,200
1530852-Y4-270,AC05,ASAP-0027598-001,60
1530852-Y4-270,AD05,ASAP-0027593-001,200
1530852-Y4-270,AE05,ASAP-0027652-001,20
1530852-Y4-270,AF05,ASAP-0027642-001,200
1530852-Y4-270,B05,ASAP-0027547-001,200
1530852-Y4-270,C05,ASAP-0027571-001,200
1530852-Y4-270,D05,ASAP-0027651-001,200
1530852-Y4-270,E05,ASAP-0027641-001,200
1530852-Y4-270,F05,ASAP-0027632-001,200
1530852-Y4-270,G05,ASAP-0027582-001,200
1530852-Y4-270,H05,ASAP-0027588-001,200
1530852-Y4-270,I05,ASAP-0027636-001,60
1530852-Y4-270,J05,ASAP-0027616-001,200
1530852-Y4-270,K05,ASAP-0027550-001,200
1530852-Y4-270,L05,ASAP-0027601-001,200
1530852-Y4-270,M05,ASAP-0027564-001,200
1530852-Y4-270,N05,ASAP-0027579-001,200
1530852-Y4-270,O05,ASAP-0027545-001,200
1530852-Y4-270,P05,ASAP-0027554-001,60
1530852-Y4-270,Q05,ASAP-0027626-001,200
1530852-Y4-270,R05,ASAP-0027581-001,200
1530852-Y4-270,S05,ASAP-0027638-001,200
1530852-Y4-270,T05,ASAP-0027640-001,200
1530852-Y4-270,U05,ASAP-0027574-001,50
1530852-Y4-270,V05,ASAP-0027649-001,200
1530852-Y4-270,W05,ASAP-0027611-001,200
1530852-Y4-270,X05,ASAP-0027565-001,200
1530852-Y4-270,Y05,ASAP-0027621-001,200
1530852-Y4-270,Z05,ASAP-0027575-001,200
1530852-Y4-270,A06,ASAP-0027635-001,200
1530852-Y4-270,AA06,ASAP-0027586-001,200
1530852-Y4-270,AB06,ASAP-0027544-001,200
1530852-Y4-270,AC06,ASAP-0027596-001,200
1530852-Y4-270,AD06,ASAP-0027610-001,200
1530852-Y4-270,AE06,ASAP-0027614-001,200
1530852-Y4-270,AF06,ASAP-0027617-001,200
1530852-Y4-270,B06,ASAP-0027592-001,200
1530852-Y4-270,C06,ASAP-0027590-001,30
1530852-Y4-270,D06,ASAP-0027645-001,200
1530852-Y4-270,E06,ASAP-0027548-001,200
1530852-Y4-270,F06,ASAP-0027602-001,70
1530852-Y4-270,G06,ASAP-0027624-001,80
1530852-Y4-270,H06,ASAP-0027552-001,60
1530852-Y4-270,I06,ASAP-0027623-001,200
1530852-Y4-270,J06,ASAP-0027648-001,70
1530852-Y4-270,K06,ASAP-0027542-001,200
1530852-Y4-270,L06,ASAP-0027637-001,200
1530852-Y4-270,M06,ASAP-0027589-001,200
1530852-Y4-270,N06,ASAP-0027570-001,200
1530852-Y4-270,O06,ASAP-0027569-001,200
1530852-Y4-270,P06,ASAP-0027606-001,200
1530852-Y4-270,Q06,ASAP-0027604-001,200
1530852-Y4-270,R06,ASAP-0027583-001,200
1530852-Y4-270,S06,ASAP-0027615-001,200
1530852-Y4-270,T06,ASAP-0027654-001,200
1530852-Y4-270,U06,ASAP-0027609-001,6
1530852-Y4-270,V06,ASAP-0027628-001,200
1530852-Y4-270,W06,ASAP-0027594-001,200
1530852-Y4-270,X06,ASAP-0027627-001,200
1530852-Y4-270,Y06,ASAP-0027646-001,200
1530852-Y4-270,Z06,ASAP-0027608-001,80
1530852-Y4-270,A07,ASAP-0027619-001,200
1530852-Y4-270,B07,ASAP-0027644-001,200
1530852-Y4-270,C07,ASAP-0027577-001,200
1530852-Y4-270,D07,ASAP-0027634-001,200
1530852-Y4-270,E07,ASAP-0027603-001,200
1530852-Y4-270,F07,ASAP-0027584-001,200
1530852-Y4-270,G07,ASAP-0027613-001,200
1530852-Y4-270,H07,ASAP-0027578-001,200
1530852-Y4-270,I07,ASAP-0027585-001,200
1530852-Y4-270,J07,ASAP-0027625-001,200
1530852-Y4-270,K07,ASAP-0027595-001,200
1530852-Y4-270,L07,ASAP-0027557-001,200
1530852-Y4-270,M07,ASAP-0027549-001,200
1530852-Y4-270,N07,ASAP-0027546-001,200
1530852-Y4-270,O07,ASAP-0027600-001,200
1530852-Y4-270,P07,ASAP-0027597-001,200
1530852-Y4-270,Q07,ASAP-0027599-001,200
1530852-Y4-270,R07,ASAP-0027643-001,200
1530852-Y4-270,S07,ASAP-0027561-001,200
1530852-Y4-275,A05,ASAP-0027692-001,200
1530852-Y4-275,B05,ASAP-0027693-001,200
1530852-Y4-274,A05,ASAP-0027694-001,200
1530852-Y4-274,AA05,ASAP-0027720-001,200
1530852-Y4-274,AB05,ASAP-0027721-001,200
1530852-Y4-274,AC05,ASAP-0027722-001,200
1530852-Y4-274,AD05,ASAP-0027723-001,200
1530852-Y4-274,AE05,ASAP-0027724-001,200
1530852-Y4-274,AF05,ASAP-0027725-001,200
1530852-Y4-274,B05,ASAP-0027695-001,200
1530852-Y4-274,C05,ASAP-0027696-001,200
1530852-Y4-274,D05,ASAP-0027697-001,200
1530852-Y4-274,E05,ASAP-0027698-001,80
1530852-Y4-274,F05,ASAP-0027699-001,200
1530852-Y4-274,G05,ASAP-0027700-001,200
1530852-Y4-274,H05,ASAP-0027701-001,200
1530852-Y4-274,I05,ASAP-0027702-001,200
1530852-Y4-274,J05,ASAP-0027703-001,200
1530852-Y4-274,K05,ASAP-0027704-001,200
1530852-Y4-274,L05,ASAP-0027705-001,200
1530852-Y4-274,M05,ASAP-0027706-001,60
1530852-Y4-274,N05,ASAP-0027707-001,200
1530852-Y4-274,O05,ASAP-0027708-001,200
